esco_code,esco_title,normalized_title,esco_occupation_uri,esco_title_matrix,top_skill_groups,top_skill_groups_weighted,top_skill_count,mapping_status,masco_candidate_code,masco_unit_group_title_en,masco_mapping_status,jobhop_record_count,work_length_median_years,work_length_mean_years,work_length_p25_years,work_length_p75_years
7534.3.2,marine upholsterer,marine upholsterer,http://data.europa.eu/esco/occupation/423f4021-322b-4257-9a4e-d6ee5d166fbc,marine upholsterer,"interpreting technical documentation and diagrams | complying with health and safety procedures | installing and repairing electrical, electronic and precision equipment | fabricating garments and textile products | using hand tools | positioning materials, tools or equipment | developing solutions | installing floor and wall coverings | assembling and fabricating products | preparing industrial materials for processing or use | installing wooden and metal components | monitoring quality of products | washing and maintaining textiles and clothing | installing plumbing or piping equipment or systems | setting up computer systems | assembling furniture | cutting materials and drilling holes | selling products or services | operating machinery for the manufacture and treatment of textiles, fur and leather products | estimating resource needs | assembling mechanical products | engaging with others to identify needs | maintaining operational records","interpreting technical documentation and diagrams::0.142857 | complying with health and safety procedures::0.095238 | installing and repairing electrical, electronic and precision equipment::0.071429 | fabricating garments and textile products::0.071429 | using hand tools::0.047619 | positioning materials, tools or equipment::0.047619 | developing solutions::0.047619 | installing floor and wall coverings::0.047619 | assembling and fabricating products::0.047619 | preparing industrial materials for processing or use::0.047619 | installing wooden and metal components::0.047619 | monitoring quality of products::0.023810 | washing and maintaining textiles and clothing::0.023810 | installing plumbing or piping equipment or systems::0.023810 | setting up computer systems::0.023810 | assembling furniture::0.023810 | cutting materials and drilling holes::0.023810 | selling products or services::0.023810 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.023810 | estimating resource needs::0.023810 | assembling mechanical products::0.023810 | engaging with others to identify needs::0.023810 | maintaining operational records::0.023810",23.0,official_title_exact,7534,,no_candidate,0,,,,
7534.3.3,motor vehicle upholsterer,motor vehicle upholsterer,http://data.europa.eu/esco/occupation/c9874f14-5474-43f6-b4a2-77a94f9abfb3,motor vehicle upholsterer,"interpreting technical documentation and diagrams | complying with health and safety procedures | installing and repairing electrical, electronic and precision equipment | fabricating garments and textile products | using hand tools | developing solutions | measuring dimensions and related properties | installing floor and wall coverings | assembling and fabricating products | preparing industrial materials for processing or use | positioning materials, tools or equipment | monitoring quality of products | washing and maintaining textiles and clothing | selling products or services | assembling furniture | cutting materials and drilling holes | engaging with others to identify needs | operating machinery for the manufacture and treatment of textiles, fur and leather products | estimating resource needs | assembling mechanical products | maintaining operational records","interpreting technical documentation and diagrams::0.150000 | complying with health and safety procedures::0.100000 | installing and repairing electrical, electronic and precision equipment::0.075000 | fabricating garments and textile products::0.075000 | using hand tools::0.050000 | developing solutions::0.050000 | measuring dimensions and related properties::0.050000 | installing floor and wall coverings::0.050000 | assembling and fabricating products::0.050000 | preparing industrial materials for processing or use::0.050000 | positioning materials, tools or equipment::0.050000 | monitoring quality of products::0.025000 | washing and maintaining textiles and clothing::0.025000 | selling products or services::0.025000 | assembling furniture::0.025000 | cutting materials and drilling holes::0.025000 | engaging with others to identify needs::0.025000 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.025000 | estimating resource needs::0.025000 | assembling mechanical products::0.025000 | maintaining operational records::0.025000",21.0,official_title_exact,7534,,no_candidate,7,1.0,2.0714285714285716,0.625,2.0
7534.3.4,railway car upholsterer,railway car upholsterer,http://data.europa.eu/esco/occupation/69c24e54-567c-4415-b59b-cda97fdbc50c,railway car upholsterer,"interpreting technical documentation and diagrams | using digital tools to control machinery | complying with health and safety procedures | installing and repairing electrical, electronic and precision equipment | fabricating garments and textile products | developing solutions | installing floor and wall coverings | assembling and fabricating products | preparing industrial materials for processing or use | using hand tools | installing wooden and metal components | measuring dimensions and related properties | positioning materials, tools or equipment | selling products or services | monitoring quality of products | washing and maintaining textiles and clothing | assembling furniture | installing plumbing or piping equipment or systems | assembling mechanical products | cutting materials and drilling holes | operating machinery for the manufacture and treatment of textiles, fur and leather products | maintaining operational records","interpreting technical documentation and diagrams::0.127660 | using digital tools to control machinery::0.127660 | complying with health and safety procedures::0.085106 | installing and repairing electrical, electronic and precision equipment::0.063830 | fabricating garments and textile products::0.063830 | developing solutions::0.042553 | installing floor and wall coverings::0.042553 | assembling and fabricating products::0.042553 | preparing industrial materials for processing or use::0.042553 | using hand tools::0.042553 | installing wooden and metal components::0.042553 | measuring dimensions and related properties::0.042553 | positioning materials, tools or equipment::0.042553 | selling products or services::0.021277 | monitoring quality of products::0.021277 | washing and maintaining textiles and clothing::0.021277 | assembling furniture::0.021277 | installing plumbing or piping equipment or systems::0.021277 | assembling mechanical products::0.021277 | cutting materials and drilling holes::0.021277 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.021277 | maintaining operational records::0.021277",22.0,official_title_exact,7534,,no_candidate,0,,,,
7535.1,leather sorter,leather sorter,http://data.europa.eu/esco/occupation/e6eea1ed-e982-4583-bafe-a0ac796f6cf1,leather sorter,"developing solutions | working in teams | communication, collaboration and creativity | accepting feedback | complying with operational procedures | creating artistic, visual or instructive materials | monitoring quality of products | collaborating and liaising | complying with environmental protection laws and standards | management skills | monitoring operational activities","developing solutions::0.157895 | working in teams::0.105263 | communication, collaboration and creativity::0.105263 | accepting feedback::0.105263 | complying with operational procedures::0.105263 | creating artistic, visual or instructive materials::0.105263 | monitoring quality of products::0.105263 | collaborating and liaising::0.052632 | complying with environmental protection laws and standards::0.052632 | management skills::0.052632 | monitoring operational activities::0.052632",11.0,official_title_exact,7535,,no_candidate,0,,,,
7536,Shoemakers and related workers,shoemakers and related workers,,,,,,no_matrix_title_match,7536,,no_candidate,0,,,,
7536.1,leather goods manual operator,leather goods manual operator,http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,leather goods manual operator,"operating machinery for the manufacture and treatment of textiles, fur and leather products | planning events and programmes | communication, collaboration and creativity | presenting research or technical information | following instructions and procedures | accessing and analysing digital data | monitoring quality of products | advising on environmental issues","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.300000 | planning events and programmes::0.100000 | communication, collaboration and creativity::0.100000 | presenting research or technical information::0.100000 | following instructions and procedures::0.100000 | accessing and analysing digital data::0.100000 | monitoring quality of products::0.100000 | advising on environmental issues::0.100000",8.0,official_title_exact,7536,,no_candidate,0,,,,
7536.1.1,leather goods finishing operator,leather goods finishing operator,http://data.europa.eu/esco/occupation/8f592e05-8035-4646-b33e-a4ea2c2314e3,leather goods finishing operator,"fabricating garments and textile products | operating machinery for the manufacture and treatment of textiles, fur and leather products | advising on environmental issues","fabricating garments and textile products::0.571429 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.285714 | advising on environmental issues::0.142857",3.0,official_title_exact,7536,,no_candidate,0,,,,
7536.1.2,leather goods hand cutting operator,leather goods hand cutting operator,http://data.europa.eu/esco/occupation/1d188cae-90e9-4950-9666-3e1a9500de50,leather goods hand cutting operator,"operating cutting, grinding and smoothing machinery | operating machinery for the manufacture and treatment of textiles, fur and leather products | fabricating garments and textile products | cutting materials and drilling holes | advising on environmental issues","operating cutting, grinding and smoothing machinery::0.250000 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.250000 | fabricating garments and textile products::0.250000 | cutting materials and drilling holes::0.125000 | advising on environmental issues::0.125000",5.0,official_title_exact,7536,,no_candidate,0,,,,
7536.1.3,leather goods hand stitcher,leather goods hand stitcher,http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9,leather goods hand stitcher,"operating machinery for the manufacture and treatment of textiles, fur and leather products | fabricating garments and textile products | operating cutting, grinding and smoothing machinery","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.500000 | fabricating garments and textile products::0.333333 | operating cutting, grinding and smoothing machinery::0.166667",3.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2,shoemaker,shoemaker,http://data.europa.eu/esco/occupation/f8e76759-811e-4b39-9adf-3e77429cff8f,shoemaker,"operating machinery for the manufacture and treatment of textiles, fur and leather products | fabricating garments and textile products | making patterns and templates | preparing industrial materials for processing or use | cutting materials and drilling holes | identifying opportunities | developing solutions | communication, collaboration and creativity | operating cutting, grinding and smoothing machinery | advising on environmental issues","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.240000 | fabricating garments and textile products::0.240000 | making patterns and templates::0.160000 | preparing industrial materials for processing or use::0.080000 | cutting materials and drilling holes::0.080000 | identifying opportunities::0.040000 | developing solutions::0.040000 | communication, collaboration and creativity::0.040000 | operating cutting, grinding and smoothing machinery::0.040000 | advising on environmental issues::0.040000",10.0,official_title_exact,7536,,no_candidate,1,2.0,2.0,2.0,2.0
7536.2.1,bespoke footwear technician,bespoke footwear technician,http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9,bespoke footwear technician,"operating machinery for the manufacture and treatment of textiles, fur and leather products | fabricating garments and textile products | making patterns and templates | monitoring developments in area of expertise | identifying opportunities | designing industrial materials, systems or products | developing solutions | collecting and preparing specimens or materials for testing | preparing industrial materials for processing or use | cutting materials and drilling holes | developing financial, business or marketing plans | accessing and analysing digital data | promoting, selling and purchasing | packaging objects | operating cutting, grinding and smoothing machinery | working in teams | advising on environmental issues","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.162162 | fabricating garments and textile products::0.108108 | making patterns and templates::0.108108 | monitoring developments in area of expertise::0.108108 | identifying opportunities::0.054054 | designing industrial materials, systems or products::0.054054 | developing solutions::0.054054 | collecting and preparing specimens or materials for testing::0.054054 | preparing industrial materials for processing or use::0.054054 | cutting materials and drilling holes::0.054054 | developing financial, business or marketing plans::0.027027 | accessing and analysing digital data::0.027027 | promoting, selling and purchasing::0.027027 | packaging objects::0.027027 | operating cutting, grinding and smoothing machinery::0.027027 | working in teams::0.027027 | advising on environmental issues::0.027027",17.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2.2,footwear 3D developer,footwear 3d developer,http://data.europa.eu/esco/occupation/40d76b2c-b917-4bf1-95b3-191f11472e67,footwear 3D developer,"designing industrial materials, systems or products | performing calculations | using computer aided design and drawing tools | creating visual displays and decorations | interpreting technical documentation and diagrams | measuring dimensions and related properties | making patterns and templates | promoting, selling and purchasing | planning events and programmes | identifying opportunities | technical or academic writing | making production moulds and casts","designing industrial materials, systems or products::0.413793 | performing calculations::0.068966 | using computer aided design and drawing tools::0.068966 | creating visual displays and decorations::0.068966 | interpreting technical documentation and diagrams::0.068966 | measuring dimensions and related properties::0.068966 | making patterns and templates::0.068966 | promoting, selling and purchasing::0.034483 | planning events and programmes::0.034483 | identifying opportunities::0.034483 | technical or academic writing::0.034483 | making production moulds and casts::0.034483",12.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2.3,footwear CAD patternmaker,footwear cad patternmaker,http://data.europa.eu/esco/occupation/3fa9a480-ceb3-4c2a-8a91-0508e1bb6ba5,footwear CAD patternmaker,"designing industrial materials, systems or products | making patterns and templates | using computer aided design and drawing tools | working in teams | creating visual displays and decorations | accessing and analysing digital data | collecting and preparing specimens or materials for testing | monitoring developments in area of expertise | developing solutions | communication, collaboration and creativity | advising on environmental issues","designing industrial materials, systems or products::0.230769 | making patterns and templates::0.192308 | using computer aided design and drawing tools::0.153846 | working in teams::0.076923 | creating visual displays and decorations::0.076923 | accessing and analysing digital data::0.076923 | collecting and preparing specimens or materials for testing::0.038462 | monitoring developments in area of expertise::0.038462 | developing solutions::0.038462 | communication, collaboration and creativity::0.038462 | advising on environmental issues::0.038462",11.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2.4,footwear hand sewer,footwear hand sewer,http://data.europa.eu/esco/occupation/ce594060-b05a-45d8-ac41-1cf3bb980085,footwear hand sewer,"operating machinery for the manufacture and treatment of textiles, fur and leather products | working in teams | using hand tools | fabricating garments and textile products | advising on environmental issues","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.444444 | working in teams::0.222222 | using hand tools::0.111111 | fabricating garments and textile products::0.111111 | advising on environmental issues::0.111111",5.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2.5,footwear patternmaker,footwear patternmaker,http://data.europa.eu/esco/occupation/93aa611c-a58c-43ff-bc34-6e201dfdd0dd,footwear patternmaker,"designing industrial materials, systems or products | making patterns and templates | working in teams | creating visual displays and decorations | making production moulds and casts | collecting and preparing specimens or materials for testing | monitoring developments in area of expertise | developing solutions | communication, collaboration and creativity | advising on environmental issues","designing industrial materials, systems or products::0.272727 | making patterns and templates::0.227273 | working in teams::0.090909 | creating visual displays and decorations::0.090909 | making production moulds and casts::0.090909 | collecting and preparing specimens or materials for testing::0.045455 | monitoring developments in area of expertise::0.045455 | developing solutions::0.045455 | communication, collaboration and creativity::0.045455 | advising on environmental issues::0.045455",10.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2.6,hand lasting operator,hand lasting operator,http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,hand lasting operator,"operating machinery for the manufacture and treatment of textiles, fur and leather products | fabricating garments and textile products | operating cutting, grinding and smoothing machinery | using hand tools | cutting materials and drilling holes | preparing industrial materials for processing or use | installing wooden and metal components","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.260870 | fabricating garments and textile products::0.217391 | operating cutting, grinding and smoothing machinery::0.173913 | using hand tools::0.130435 | cutting materials and drilling holes::0.130435 | preparing industrial materials for processing or use::0.043478 | installing wooden and metal components::0.043478",7.0,official_title_exact,7536,,no_candidate,0,,,,
7536.2.7,orthopaedic footwear technician,orthopaedic footwear technician,http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,orthopaedic footwear technician,"operating machinery for the manufacture and treatment of textiles, fur and leather products | fabricating garments and textile products | making patterns and templates | communication, collaboration and creativity | preparing industrial materials for processing or use | cutting materials and drilling holes | accessing and analysing digital data | collecting and preparing specimens or materials for testing | operating cutting, grinding and smoothing machinery | packaging objects | installing wooden and metal components | advising on environmental issues","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.206897 | fabricating garments and textile products::0.206897 | making patterns and templates::0.137931 | communication, collaboration and creativity::0.068966 | preparing industrial materials for processing or use::0.068966 | cutting materials and drilling holes::0.068966 | accessing and analysing digital data::0.068966 | collecting and preparing specimens or materials for testing::0.034483 | operating cutting, grinding and smoothing machinery::0.034483 | packaging objects::0.034483 | installing wooden and metal components::0.034483 | advising on environmental issues::0.034483",12.0,official_title_exact,7536,,no_candidate,1,2.0,2.0,2.0,2.0
7536.2.8,shoe repairer,shoe repairer,http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,shoe repairer,"fabricating garments and textile products | cutting materials and drilling holes | promoting products, services, or programs | communicating with colleagues and clients | operating machinery for the manufacture and treatment of textiles, fur and leather products | using hand tools | working with machinery and specialised equipment | planning events and programmes | maintaining operational records | executing financial transactions | performing general clerical and administrative tasks | developing professional relationships or networks | selling products or services | training on operational procedures | purchasing goods or services | operating print and photographic production equipment | fitting assistive devices | interpreting technical documentation and diagrams | fabricating precision instruments or jewellery | washing and maintaining textiles and clothing | management skills","fabricating garments and textile products::0.171429 | cutting materials and drilling holes::0.085714 | promoting products, services, or programs::0.057143 | communicating with colleagues and clients::0.057143 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.057143 | using hand tools::0.057143 | working with machinery and specialised equipment::0.057143 | planning events and programmes::0.057143 | maintaining operational records::0.057143 | executing financial transactions::0.028571 | performing general clerical and administrative tasks::0.028571 | developing professional relationships or networks::0.028571 | selling products or services::0.028571 | training on operational procedures::0.028571 | purchasing goods or services::0.028571 | operating print and photographic production equipment::0.028571 | fitting assistive devices::0.028571 | interpreting technical documentation and diagrams::0.028571 | fabricating precision instruments or jewellery::0.028571 | washing and maintaining textiles and clothing::0.028571 | management skills::0.028571",21.0,official_title_exact,7536,,no_candidate,5,0.25,0.95,0.25,1.0
7541,Underwater divers,underwater divers,,,,,,no_matrix_title_match,7541,,no_candidate,0,,,,
7541.1,construction commercial diver,construction commercial diver,http://data.europa.eu/esco/occupation/5a596834-bc8f-4273-8d09-006957b60347,construction commercial diver,"complying with health and safety procedures | installing wooden and metal components | monitoring quality of products | joining parts using soldering, welding or brazing techniques | using hand tools | handling and disposing of hazardous materials | monitoring safety or security | following instructions and procedures | cutting materials and drilling holes | maintaining operational records | operating lifting or moving equipment | ensuring compliance with legislation | moving or lifting materials, equipment, or supplies | maintaining and enforcing physical security | maintaining electrical, electronic and precision equipment | entering and transforming information | conducting studies, investigations and examinations | creating visual displays and decorations | advising on legal, regulatory or procedural matters | operating precision industrial equipment | installing concrete components | working in teams | installing plumbing or piping equipment or systems | operating watercraft","complying with health and safety procedures::0.116667 | installing wooden and metal components::0.100000 | monitoring quality of products::0.066667 | joining parts using soldering, welding or brazing techniques::0.066667 | using hand tools::0.050000 | handling and disposing of hazardous materials::0.050000 | monitoring safety or security::0.050000 | following instructions and procedures::0.050000 | cutting materials and drilling holes::0.050000 | maintaining operational records::0.050000 | operating lifting or moving equipment::0.033333 | ensuring compliance with legislation::0.033333 | moving or lifting materials, equipment, or supplies::0.033333 | maintaining and enforcing physical security::0.033333 | maintaining electrical, electronic and precision equipment::0.033333 | entering and transforming information::0.016667 | conducting studies, investigations and examinations::0.016667 | creating visual displays and decorations::0.016667 | advising on legal, regulatory or procedural matters::0.016667 | operating precision industrial equipment::0.016667 | installing concrete components::0.016667 | working in teams::0.016667 | installing plumbing or piping equipment or systems::0.016667 | operating watercraft::0.016667",24.0,official_title_exact,7541,,no_candidate,2,0.25,0.25,0.25,0.25
7541.2,harvest diver,harvest diver,http://data.europa.eu/esco/occupation/204c8b13-f5de-4e39-bd23-86ff8cf89b4d,harvest diver,"tending and breeding aquatic animals | moving or lifting materials, equipment, or supplies | installing wooden and metal components | cleaning interior and exterior of buildings","tending and breeding aquatic animals::0.545455 | moving or lifting materials, equipment, or supplies::0.181818 | installing wooden and metal components::0.181818 | cleaning interior and exterior of buildings::0.090909",4.0,official_title_exact,7541,,no_candidate,1,0.5,0.5,0.5,0.5
7541.3,rescue diver,rescue diver,http://data.europa.eu/esco/occupation/bcc199fe-f7df-42a5-bd45-e33ae6160f26,rescue diver,"maintaining and enforcing physical security | leading and motivating | following instructions and procedures | installing wooden and metal components | practising sports | developing contingency and emergency response plans | directing, supervising and coordinating projects | ensuring compliance with legislation | complying with health and safety procedures | providing medical, dental and nursing care | creating visual displays and decorations | developing solutions | diagnosing health conditions | moving or lifting materials, equipment, or supplies | monitoring safety or security | working with machinery and specialised equipment | assisting and caring | giving feedback","maintaining and enforcing physical security::0.177778 | leading and motivating::0.088889 | following instructions and procedures::0.088889 | installing wooden and metal components::0.088889 | practising sports::0.044444 | developing contingency and emergency response plans::0.044444 | directing, supervising and coordinating projects::0.044444 | ensuring compliance with legislation::0.044444 | complying with health and safety procedures::0.044444 | providing medical, dental and nursing care::0.044444 | creating visual displays and decorations::0.044444 | developing solutions::0.044444 | diagnosing health conditions::0.044444 | moving or lifting materials, equipment, or supplies::0.044444 | monitoring safety or security::0.044444 | working with machinery and specialised equipment::0.022222 | assisting and caring::0.022222 | giving feedback::0.022222",18.0,official_title_exact,7541,,no_candidate,1,0.25,0.25,0.25,0.25
7542,Shotfirers and blasters,shotfirers and blasters,,,,,,no_matrix_title_match,7542,,no_candidate,0,,,,
7542.1,shotfirer,shotfirer,http://data.europa.eu/esco/occupation/2aae7736-f58b-4027-8de4-6884281c3b0b,shotfirer,"complying with health and safety procedures | handling and disposing of hazardous materials | maintaining and enforcing physical security | making decisions | developing solutions | installing and repairing electrical, electronic and precision equipment | conducting studies, investigations and examinations | installing wooden and metal components | reporting incidents and defects | monitoring safety or security | providing medical, dental and nursing care | maintaining operational records","complying with health and safety procedures::0.214286 | handling and disposing of hazardous materials::0.142857 | maintaining and enforcing physical security::0.071429 | making decisions::0.071429 | developing solutions::0.071429 | installing and repairing electrical, electronic and precision equipment::0.071429 | conducting studies, investigations and examinations::0.071429 | installing wooden and metal components::0.071429 | reporting incidents and defects::0.071429 | monitoring safety or security::0.071429 | providing medical, dental and nursing care::0.035714 | maintaining operational records::0.035714",12.0,official_title_exact,7542,,no_candidate,0,,,,
7543,Product graders and testers (excluding foods and beverages),product graders and testers excluding foods and beverages,,,,,,no_matrix_title_match,7543,,no_candidate,0,,,,
7543.1,automated optical inspection operator,automated optical inspection operator,http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed,automated optical inspection operator,"interpreting technical documentation and diagrams | reporting incidents and defects | using precision instrumentation and equipment | sorting materials or products | communicating with colleagues and clients | operating audio-visual equipment | complying with operational procedures | organising, planning and scheduling work and activities | monitoring quality of products | monitoring operational activities | collaborating and liaising | monitoring, inspecting and testing | developing solutions | purchasing goods or services | installing wooden and metal components | technical or academic writing | maintaining operational records","interpreting technical documentation and diagrams::0.187500 | reporting incidents and defects::0.093750 | using precision instrumentation and equipment::0.062500 | sorting materials or products::0.062500 | communicating with colleagues and clients::0.062500 | operating audio-visual equipment::0.062500 | complying with operational procedures::0.062500 | organising, planning and scheduling work and activities::0.062500 | monitoring quality of products::0.062500 | monitoring operational activities::0.062500 | collaborating and liaising::0.031250 | monitoring, inspecting and testing::0.031250 | developing solutions::0.031250 | purchasing goods or services::0.031250 | installing wooden and metal components::0.031250 | technical or academic writing::0.031250 | maintaining operational records::0.031250",17.0,official_title_exact,7543,,no_candidate,4,1.625,3.375,0.25,4.75
7543.10,product quality inspector,product quality inspector,http://data.europa.eu/esco/occupation/61d9270c-491d-438d-8d41-77ba2e0ef023,product quality inspector,"developing operational policies and procedures | monitoring operational activities | analysing business operations | interpreting technical documentation and diagrams | developing solutions | using precision instrumentation and equipment | complying with health and safety procedures | management skills | developing contingency and emergency response plans | installing wooden and metal components | technical or academic writing | reporting incidents and defects | complying with operational procedures | collaborating and liaising | negotiating and managing contracts and agreements | identifying opportunities | advocating for individual or community needs | monitoring quality of products | organising, planning and scheduling work and activities | performing calculations | training on operational procedures | teaching safety procedures | monitoring, inspecting and testing | advising on products and services","developing operational policies and procedures::0.122807 | monitoring operational activities::0.070175 | analysing business operations::0.052632 | interpreting technical documentation and diagrams::0.052632 | developing solutions::0.035088 | using precision instrumentation and equipment::0.035088 | complying with health and safety procedures::0.035088 | management skills::0.035088 | developing contingency and emergency response plans::0.035088 | installing wooden and metal components::0.035088 | technical or academic writing::0.035088 | reporting incidents and defects::0.035088 | complying with operational procedures::0.035088 | collaborating and liaising::0.035088 | negotiating and managing contracts and agreements::0.035088 | identifying opportunities::0.035088 | advocating for individual or community needs::0.035088 | monitoring quality of products::0.017544 | organising, planning and scheduling work and activities::0.017544 | performing calculations::0.017544 | training on operational procedures::0.017544 | teaching safety procedures::0.017544 | monitoring, inspecting and testing::0.017544 | advising on products and services::0.017544",24.0,official_title_exact,7543,,no_candidate,35,1.0,1.5571428571428572,0.25,2.0
7543.10.1,cigar inspector,cigar inspector,http://data.europa.eu/esco/occupation/d3de3205-dd5c-4112-86bc-161e41cd77a5,cigar inspector,monitoring quality of products | fabricating tobacco products | ensuring compliance with legislation | weighing | marking materials or objects for identification | performing calculations | storing goods and materials | monitoring developments in area of expertise | collaborating and liaising | complying with health and safety procedures | using digital tools to control machinery | developing solutions | working with others | accessing and analysing digital data | using foreign languages,monitoring quality of products::0.250000 | fabricating tobacco products::0.100000 | ensuring compliance with legislation::0.100000 | weighing::0.075000 | marking materials or objects for identification::0.075000 | performing calculations::0.050000 | storing goods and materials::0.050000 | monitoring developments in area of expertise::0.050000 | collaborating and liaising::0.050000 | complying with health and safety procedures::0.050000 | using digital tools to control machinery::0.050000 | developing solutions::0.025000 | working with others::0.025000 | accessing and analysing digital data::0.025000 | using foreign languages::0.025000,15.0,official_title_exact,7543,,no_candidate,0,,,,
7543.10.2,clothing quality inspector,clothing quality inspector,http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76,clothing quality inspector,"monitoring quality of products | evaluating systems, programmes, equipment and products | creating visual displays and decorations | operating machinery for the manufacture and treatment of textiles, fur and leather products | planning events and programmes | using digital tools to control machinery | sorting materials or products | making patterns and templates | promoting products, services, or programs","monitoring quality of products::0.250000 | evaluating systems, programmes, equipment and products::0.142857 | creating visual displays and decorations::0.142857 | operating machinery for the manufacture and treatment of textiles, fur and leather products::0.142857 | planning events and programmes::0.071429 | using digital tools to control machinery::0.071429 | sorting materials or products::0.071429 | making patterns and templates::0.071429 | promoting products, services, or programs::0.035714",9.0,official_title_exact,7543,,no_candidate,0,,,,
7543.10.3,precision device inspector,precision device inspector,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,precision device inspector,"interpreting technical documentation and diagrams | developing solutions | reporting incidents and defects | testing electrical and mechanical systems or equipment | sorting materials or products | using precision measuring equipment | organising, planning and scheduling work and activities | communicating with colleagues and clients | complying with operational procedures | monitoring operational activities | measuring dimensions and related properties | purchasing goods or services | monitoring, inspecting and testing | using precision hand tools | maintaining electrical, electronic and precision equipment | installing wooden and metal components | technical or academic writing | operating precision industrial equipment | maintaining operational records","interpreting technical documentation and diagrams::0.171429 | developing solutions::0.085714 | reporting incidents and defects::0.085714 | testing electrical and mechanical systems or equipment::0.057143 | sorting materials or products::0.057143 | using precision measuring equipment::0.057143 | organising, planning and scheduling work and activities::0.057143 | communicating with colleagues and clients::0.057143 | complying with operational procedures::0.057143 | monitoring operational activities::0.057143 | measuring dimensions and related properties::0.028571 | purchasing goods or services::0.028571 | monitoring, inspecting and testing::0.028571 | using precision hand tools::0.028571 | maintaining electrical, electronic and precision equipment::0.028571 | installing wooden and metal components::0.028571 | technical or academic writing::0.028571 | operating precision industrial equipment::0.028571 | maintaining operational records::0.028571",19.0,official_title_exact,7543,,no_candidate,1,2.5,2.5,2.5,2.5
7543.10.4,textile quality inspector,textile quality inspector,http://data.europa.eu/esco/occupation/85fdd1cb-98d3-4c40-a868-1078ce770440,textile quality inspector,"operating machinery for the manufacture and treatment of textiles, fur and leather products | monitoring quality of products | evaluating systems, programmes, equipment and products | management skills | developing operational policies and procedures | complying with operational procedures | measuring dimensions and related properties | analysing and evaluating information and data | monitoring operational activities | organising, planning and scheduling work and activities | managing information","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.341463 | monitoring quality of products::0.146341 | evaluating systems, programmes, equipment and products::0.097561 | management skills::0.097561 | developing operational policies and procedures::0.048780 | complying with operational procedures::0.048780 | measuring dimensions and related properties::0.048780 | analysing and evaluating information and data::0.048780 | monitoring operational activities::0.048780 | organising, planning and scheduling work and activities::0.048780 | managing information::0.024390",11.0,official_title_exact,7543,,no_candidate,0,,,,
